Year,OrgSize,Industry,Experience,Title,Country,Salary
2016,100-499 employees,Web Services,13.0,System administrator,Canada,75000.0
2016,500-999 employees,Other (please specify),1.5,Desktop developer,Canada,45000.0
2016,,,8.0,Back-end web developer,Canada,75000.0
2016,"5,000-9,999 employees",Internet,3.5,Back-end web developer,Canada,55000.0
2016,500-999 employees,Other (please specify),13.0,Full-stack web developer,Canada,105000.0
2016,"10,000+ employees",Software Products,13.0,Developer with a statistics or mathematics background,Canada,75000.0
2016,100-499 employees,Software Products,0.5,Back-end web developer,Canada,35000.0
2016,100-499 employees,Software Products,3.5,Back-end web developer,Canada,45000.0
2016,100-499 employees,Other (please specify),3.5,Back-end web developer,Canada,65000.0
2016,100-499 employees,Software Products,1.5,Back-end web developer,Canada,45000.0
2016,20-99 employees,Education,13.0,Front-end web developer,Canada,65000.0
2016,100-499 employees,Software Products,3.5,Mobile developer - iOS,Canada,45000.0
2016,100-499 employees,Web Services,3.5,Back-end web developer,Canada,55000.0
2016,100-499 employees,Software Products,13.0,Back-end web developer,Canada,105000.0
2016,100-499 employees,Web Services,0.5,Back-end web developer,Canada,35000.0
2016,100-499 employees,Web Services,3.5,Back-end web developer,Canada,45000.0
2016,5-9 employees,Web Services,,Full-stack web developer,Canada,85000.0
2016,"1,000-4,999 employees",Software Products,13.0,Back-end web developer,Canada,95000.0
2016,20-99 employees,Internet,8.0,Mobile developer,Canada,115000.0
2016,5-9 employees,Consulting,13.0,Full-stack web developer,Canada,125000.0
2016,20-99 employees,Automotive,13.0,Back-end web developer,Canada,85000.0
2016,20-99 employees,Web Services,8.0,Full-stack web developer,Canada,45000.0
2016,500-999 employees,Retail,1.5,Database administrator,Canada,45000.0
2016,,,8.0,System administrator,Canada,25000.0
2016,100-499 employees,Web Services,13.0,other,Canada,75000.0
2015,,Consulting,6 - 10 years,Back-end web developer,Canada,50000
2015,,Consulting,6 - 10 years,Back-end web developer,Canada,50000
2015,,Consulting,2 - 5 years,Back-end web developer,Canada,70000
2015,,Consulting,1 - 2 years,Back-end web developer,Canada,70000
2015,,Consulting,11+ years,Back-end web developer,Canada,90000
2015,,Consulting,6 - 10 years,Back-end web developer,Canada,90000
2015,,Consumer Products,2 - 5 years,Back-end web developer,Canada,70000
2015,,Education,11+ years,Back-end web developer,Canada,50000
2015,,Education,11+ years,Back-end web developer,Canada,50000
2015,,Finance / Banking,6 - 10 years,Back-end web developer,Canada,90000
2015,,Finance / Banking,2 - 5 years,Back-end web developer,Canada,70000
2015,,Finance / Banking,6 - 10 years,Back-end web developer,Canada,50000
2015,,Government,1 - 2 years,Back-end web developer,Canada,30000
2015,,Government,11+ years,Back-end web developer,Canada,70000
2015,,Government,6 - 10 years,Back-end web developer,Canada,70000
2015,,Healthcare,2 - 5 years,Back-end web developer,Canada,50000
2015,,Healthcare,6 - 10 years,Back-end web developer,Canada,50000
2015,,Healthcare,2 - 5 years,Back-end web developer,Canada,50000
2015,,Healthcare,11+ years,Back-end web developer,Canada,130000
2015,,Internet,11+ years,Back-end web developer,Canada,110000
2015,,Internet,6 - 10 years,Back-end web developer,Canada,30000
2015,,Internet,Less than 1 year,Back-end web developer,Canada,30000
2015,,Internet,6 - 10 years,Back-end web developer,Canada,90000
2015,,Manufacturing,6 - 10 years,Back-end web developer,Canada,70000
2015,,Media / Advertising,6 - 10 years,Back-end web developer,Canada,70000
2015,,Media / Advertising,11+ years,Back-end web developer,Canada,70000
2015,,Other (please specify),Less than 1 year,Back-end web developer,Canada,30000
2015,,Other (please specify),6 - 10 years,Back-end web developer,Canada,110000
2015,,Software Products,2 - 5 years,Back-end web developer,Canada,50000
2015,,Software Products,6 - 10 years,Back-end web developer,Canada,50000
2015,,Software Products,11+ years,Back-end web developer,Canada,130000
2015,,Software Products,11+ years,Back-end web developer,Canada,110000
2015,,Software Products,6 - 10 years,Back-end web developer,Canada,90000
2015,,Software Products,2 - 5 years,Back-end web developer,Canada,50000
2015,,Software Products,11+ years,Back-end web developer,Canada,70000
2015,,Telecommunications,11+ years,Back-end web developer,Canada,90000
2015,,Web Services,1 - 2 years,Back-end web developer,Canada,30000
2015,,Web Services,11+ years,Back-end web developer,Canada,50000
2015,,Web Services,11+ years,Back-end web developer,Canada,130000
2015,,Web Services,11+ years,Back-end web developer,Canada,110000
2015,,Web Services,6 - 10 years,Back-end web developer,Canada,130000
2015,,Web Services,11+ years,Back-end web developer,Canada,30000
2015,,Web Services,6 - 10 years,Back-end web developer,Canada,30000
2015,,Web Services,6 - 10 years,Back-end web developer,Canada,110000
2015,,,6 - 10 years,Back-end web developer,Canada,70000
2015,,,2 - 5 years,Back-end web developer,Canada,90000
2015,,,2 - 5 years,Back-end web developer,Canada,50000
2015,,,2 - 5 years,Back-end web developer,Canada,30000
2015,,Consulting,11+ years,Business intelligence or data warehousing expert,Canada,50000
2015,,Government,6 - 10 years,Business intelligence or data warehousing expert,Canada,50000
2015,,Other (please specify),6 - 10 years,Business intelligence or data warehousing expert,Canada,50000
2015,,Finance / Banking,1 - 2 years,Data scientist,Canada,70000
2015,,Finance / Banking,Less than 1 year,Data scientist,Canada,90000
2015,,Healthcare,11+ years,Data scientist,Canada,50000
2015,,Media / Advertising,11+ years,Data scientist,Canada,70000
2015,,Software Products,1 - 2 years,Data scientist,Canada,50000
2015,,,6 - 10 years,Data scientist,Canada,30000
2015,,,1 - 2 years,Data scientist,Canada,10000
2015,,,Less than 1 year,Data scientist,Canada,10000
2015,,,6 - 10 years,Data scientist,Canada,70000
2015,,Government,11+ years,Designer,Canada,70000
2015,,Media / Advertising,2 - 5 years,Designer,Canada,30000
2015,,Other (please specify),Less than 1 year,Designer,Canada,90000
2015,,Software Products,2 - 5 years,Designer,Canada,130000
2015,,Software Products,6 - 10 years,Designer,Canada,90000
2015,,,11+ years,Designer,Canada,110000
2015,,Consulting,6 - 10 years,Desktop developer,Canada,50000
2015,,Defense,6 - 10 years,Desktop developer,Canada,50000
2015,,Education,6 - 10 years,Desktop developer,Canada,70000
2015,,Finance / Banking,11+ years,Desktop developer,Canada,170000
2015,,Finance / Banking,6 - 10 years,Desktop developer,Canada,110000
2015,,Finance / Banking,11+ years,Desktop developer,Canada,170000
2015,,Finance / Banking,2 - 5 years,Desktop developer,Canada,30000
2015,,Gaming,11+ years,Desktop developer,Canada,90000
2015,,Gaming,2 - 5 years,Desktop developer,Canada,50000
2015,,Government,11+ years,Desktop developer,Canada,70000
2015,,Healthcare,11+ years,Desktop developer,Canada,70000
2015,,Healthcare,2 - 5 years,Desktop developer,Canada,50000
2015,,Manufacturing,6 - 10 years,Desktop developer,Canada,50000
2015,,Other (please specify),11+ years,Desktop developer,Canada,110000
2015,,Other (please specify),11+ years,Desktop developer,Canada,130000
2015,,Other (please specify),6 - 10 years,Desktop developer,Canada,70000
2015,,Retail,6 - 10 years,Desktop developer,Canada,90000
2015,,Software Products,6 - 10 years,Desktop developer,Canada,70000
2015,,Software Products,11+ years,Desktop developer,Canada,90000
2015,,Software Products,2 - 5 years,Desktop developer,Canada,70000
2015,,Software Products,11+ years,Desktop developer,Canada,110000
2015,,Software Products,11+ years,Desktop developer,Canada,50000
2015,,Software Products,6 - 10 years,Desktop developer,Canada,30000
2015,,Software Products,2 - 5 years,Desktop developer,Canada,70000
2015,,Software Products,2 - 5 years,Desktop developer,Canada,30000
2015,,Software Products,11+ years,Desktop developer,Canada,90000
2015,,Software Products,2 - 5 years,Desktop developer,Canada,90000
2015,,Telecommunications,11+ years,Desktop developer,Canada,90000
2015,,Telecommunications,11+ years,Desktop developer,Canada,10000
2015,,Web Services,2 - 5 years,Desktop developer,Canada,30000
2015,,,2 - 5 years,Desktop developer,Canada,50000
2015,,,2 - 5 years,Desktop developer,Canada,50000
2015,,Aerospace,6 - 10 years,Developer with a statistics or mathematics background,Canada,110000
2015,,Consulting,2 - 5 years,Developer with a statistics or mathematics background,Canada,90000
2015,,Consulting,11+ years,Developer with a statistics or mathematics background,Canada,90000
2015,,Consumer Products,2 - 5 years,Developer with a statistics or mathematics background,Canada,70000
2015,,Defense,6 - 10 years,Developer with a statistics or mathematics background,Canada,70000
2015,,Finance / Banking,11+ years,Developer with a statistics or mathematics background,Canada,150000
2015,,Finance / Banking,1 - 2 years,Developer with a statistics or mathematics background,Canada,50000
2015,,Healthcare,6 - 10 years,Developer with a statistics or mathematics background,Canada,130000
2015,,Other (please specify),2 - 5 years,Developer with a statistics or mathematics background,Canada,50000
2015,,Other (please specify),2 - 5 years,Developer with a statistics or mathematics background,Canada,70000
2015,,Other (please specify),11+ years,Developer with a statistics or mathematics background,Canada,90000
2015,,Web Services,2 - 5 years,Developer with a statistics or mathematics background,Canada,50000
2015,,,2 - 5 years,Developer with a statistics or mathematics background,Canada,50000
2015,,,6 - 10 years,Developer with a statistics or mathematics background,Canada,50000
2015,,Finance / Banking,11+ years,DevOps,Canada,110000
2015,,Internet,11+ years,DevOps,Canada,110000
2015,,Media / Advertising,2 - 5 years,DevOps,Canada,70000
2015,,Web Services,11+ years,DevOps,Canada,110000
2015,,,2 - 5 years,DevOps,Canada,30000
2015,,Aerospace,6 - 10 years,Embedded application developer,Canada,50000
2015,,Consumer Products,11+ years,Embedded application developer,Canada,50000
2015,,Gaming,11+ years,Embedded application developer,Canada,110000
2015,,Manufacturing,6 - 10 years,Embedded application developer,Canada,70000
2015,,Other (please specify),2 - 5 years,Embedded application developer,Canada,50000
2015,,Other (please specify),11+ years,Embedded application developer,Canada,90000
2015,,Software Products,11+ years,Embedded application developer,Canada,70000
2015,,Software Products,11+ years,Embedded application developer,Canada,90000
2015,,Software Products,11+ years,Embedded application developer,Canada,70000
2015,,Software Products,11+ years,Embedded application developer,Canada,110000
2015,,Telecommunications,11+ years,Embedded application developer,Canada,70000
2015,,Telecommunications,6 - 10 years,Embedded application developer,Canada,90000
2015,,Consulting,11+ years,Enterprise level services developer,Canada,170000
2015,,Consulting,2 - 5 years,Enterprise level services developer,Canada,70000
2015,,Defense,11+ years,Enterprise level services developer,Canada,110000
2015,,Finance / Banking,11+ years,Enterprise level services developer,Canada,110000
2015,,Finance / Banking,11+ years,Enterprise level services developer,Canada,70000
2015,,Gaming,6 - 10 years,Enterprise level services developer,Canada,110000
2015,,Healthcare,11+ years,Enterprise level services developer,Canada,70000
2015,,Healthcare,11+ years,Enterprise level services developer,Canada,70000
2015,,Media / Advertising,11+ years,Enterprise level services developer,Canada,90000
2015,,Retail,6 - 10 years,Enterprise level services developer,Canada,90000
2015,,Software Products,11+ years,Enterprise level services developer,Canada,70000
2015,,Software Products,11+ years,Enterprise level services developer,Canada,170000
2015,,Software Products,11+ years,Enterprise level services developer,Canada,70000
2015,,Software Products,6 - 10 years,Enterprise level services developer,Canada,70000
2015,,Telecommunications,11+ years,Enterprise level services developer,Canada,130000
2015,,Telecommunications,2 - 5 years,Enterprise level services developer,Canada,70000
2015,,Telecommunications,6 - 10 years,Enterprise level services developer,Canada,70000
2015,,Web Services,2 - 5 years,Enterprise level services developer,Canada,70000
2015,,,11+ years,Enterprise level services developer,Canada,170000
2015,,Consumer Products,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,130000
2015,,Finance / Banking,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,90000
2015,,Internet,6 - 10 years,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,130000
2015,,Media / Advertising,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,90000
2015,,Media / Advertising,Less than 1 year,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,90000
2015,,Other (please specify),11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,110000
2015,,Software Products,2 - 5 years,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,130000
2015,,Software Products,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",Canada,130000
2015,,Consumer Products,2 - 5 years,Front-end web developer,Canada,50000
2015,,Consumer Products,6 - 10 years,Front-end web developer,Canada,50000
2015,,Consumer Products,11+ years,Front-end web developer,Canada,130000
2015,,Finance / Banking,6 - 10 years,Front-end web developer,Canada,90000
2015,,Government,11+ years,Front-end web developer,Canada,90000
2015,,Government,2 - 5 years,Front-end web developer,Canada,30000
2015,,Healthcare,11+ years,Front-end web developer,Canada,110000
2015,,Internet,11+ years,Front-end web developer,Canada,90000
2015,,Internet,11+ years,Front-end web developer,Canada,70000
2015,,Manufacturing,6 - 10 years,Front-end web developer,Canada,70000
2015,,Other (please specify),1 - 2 years,Front-end web developer,Canada,30000
2015,,Other (please specify),2 - 5 years,Front-end web developer,Canada,30000
2015,,Software Products,6 - 10 years,Front-end web developer,Canada,50000
2015,,Software Products,1 - 2 years,Front-end web developer,Canada,30000
2015,,Software Products,2 - 5 years,Front-end web developer,Canada,50000
2015,,Software Products,11+ years,Front-end web developer,Canada,30000
2015,,Software Products,2 - 5 years,Front-end web developer,Canada,70000
2015,,Software Products,6 - 10 years,Front-end web developer,Canada,70000
2015,,Telecommunications,1 - 2 years,Front-end web developer,Canada,50000
2015,,Web Services,2 - 5 years,Front-end web developer,Canada,70000
2015,,,2 - 5 years,Front-end web developer,Canada,10000
2015,,,6 - 10 years,Front-end web developer,Canada,30000
2015,,,1 - 2 years,Front-end web developer,Canada,10000
2015,,,2 - 5 years,Front-end web developer,Canada,90000
2015,,Aerospace,1 - 2 years,Full-stack web developer,Canada,50000
2015,,Aerospace,11+ years,Full-stack web developer,Canada,90000
2015,,Aerospace,11+ years,Full-stack web developer,Canada,110000
2015,,Aerospace,6 - 10 years,Full-stack web developer,Canada,70000
2015,,Consulting,11+ years,Full-stack web developer,Canada,50000
2015,,Consulting,2 - 5 years,Full-stack web developer,Canada,90000
2015,,Consulting,6 - 10 years,Full-stack web developer,Canada,70000
2015,,Consulting,11+ years,Full-stack web developer,Canada,110000
2015,,Consulting,6 - 10 years,Full-stack web developer,Canada,70000
2015,,Consulting,11+ years,Full-stack web developer,Canada,90000
2015,,Consulting,1 - 2 years,Full-stack web developer,Canada,30000
2015,,Consulting,6 - 10 years,Full-stack web developer,Canada,30000
2015,,Consumer Products,2 - 5 years,Full-stack web developer,Canada,50000
2015,,Consumer Products,2 - 5 years,Full-stack web developer,Canada,30000
2015,,Consumer Products,Less than 1 year,Full-stack web developer,Canada,30000
2015,,Consumer Products,11+ years,Full-stack web developer,Canada,70000
2015,,Defense,2 - 5 years,Full-stack web developer,Canada,70000
2015,,Education,11+ years,Full-stack web developer,Canada,70000
2015,,Education,11+ years,Full-stack web developer,Canada,50000
2015,,Education,2 - 5 years,Full-stack web developer,Canada,50000
